Column1,Column2
3.326923077,1.767578125
3.336538462,1.840820313
3.346153846,1.806640625
3.355769231,1.840820313
3.365384615,1.806640625
3.375,1.81640625
3.384615385,1.782226563
3.394230769,1.811523438
3.403846154,1.821289063
3.413461538,1.791992188
3.423076923,1.845703125
3.432692308,1.7578125
3.442307692,1.787109375
3.451923077,1.71875
3.461538462,1.81640625
3.471153846,1.71875
3.480769231,1.821289063
3.490384615,1.723632813
3.5,1.840820313
3.509615385,1.826171875
3.519230769,1.899414063
3.528846154,1.889648438
3.538461538,1.918945313
3.548076923,1.782226563
3.557692308,1.840820313
3.567307692,1.71875
3.576923077,1.748046875
3.586538462,1.7578125
3.596153846,1.762695313
3.605769231,1.767578125
3.615384615,1.782226563
3.625,1.811523438
3.634615385,1.752929688
3.644230769,1.923828125
3.653846154,2.866210938
3.663461538,3.178710938
3.673076923,1.879882813
3.682692308,1.616210938
3.692307692,1.630859375
3.701923077,1.762695313
3.711538462,1.674804688
3.721153846,1.81640625
3.730769231,1.743164063
3.740384615,1.831054688
3.75,1.782226563
3.759615385,1.845703125
3.769230769,1.762695313
3.778846154,1.870117188
3.788461538,1.811523438
3.798076923,1.899414063
3.807692308,1.850585938
3.817307692,1.899414063
3.826923077,1.875
3.836538462,1.938476563
3.846153846,1.953125
3.855769231,2.016601563
3.865384615,2.045898438
3.875,2.0703125
3.884615385,2.119140625
3.894230769,2.104492188
3.903846154,2.16796875
3.913461538,2.060546875
3.923076923,2.084960938
3.932692308,1.93359375
3.942307692,1.865234375
3.951923077,1.762695313
3.961538462,1.748046875
3.971153846,1.655273438
3.980769231,1.708984375
3.990384615,1.665039063
4,1.733398438
4.009615385,1.674804688
4.019230769,1.772460938
4.028846154,1.66015625
4.038461538,1.77734375
4.048076923,1.71875
4.057692308,1.772460938
4.067307692,1.704101563
4.076923077,1.728515625
4.086538462,1.694335938
4.096153846,1.748046875
4.105769231,1.708984375
4.115384615,1.704101563
4.125,1.73828125
4.134615385,1.708984375
4.144230769,1.723632813
4.153846154,1.674804688
4.163461538,1.723632813
4.173076923,1.650390625
4.182692308,1.733398438
4.192307692,1.645507813
4.201923077,1.752929688
4.211538462,1.665039063
4.221153846,1.7578125
4.230769231,1.684570313
4.240384615,1.791992188
4.25,1.689453125
4.259615385,1.806640625
4.269230769,1.704101563
4.278846154,1.791992188
4.288461538,1.689453125
4.298076923,1.782226563
4.307692308,1.811523438
4.317307692,1.850585938
4.326923077,1.85546875
4.336538462,1.89453125
4.346153846,1.801757813
4.355769231,1.748046875
4.365384615,1.743164063
4.375,1.71875
4.384615385,1.748046875
4.394230769,1.728515625
4.403846154,1.7578125
4.413461538,1.728515625
4.423076923,1.801757813
4.432692308,1.69921875
4.442307692,1.850585938
4.451923077,2.470703125
4.461538462,3.232421875
4.471153846,2.319335938
4.480769231,1.616210938
4.490384615,1.586914063
4.5,1.73828125
4.509615385,1.635742188
4.519230769,1.801757813
4.528846154,1.752929688
4.538461538,1.826171875
4.548076923,1.752929688
4.557692308,1.870117188
4.567307692,1.782226563
4.576923077,1.870117188
4.586538462,1.8359375
4.596153846,1.845703125
4.605769231,1.884765625
4.615384615,1.899414063
4.625,1.9140625
4.634615385,1.953125
4.644230769,1.982421875
4.653846154,1.9921875
4.663461538,2.104492188
4.673076923,2.080078125
4.682692308,2.177734375
4.692307692,2.0703125
4.701923077,2.211914063
4.711538462,2.080078125
4.721153846,2.1484375
4.730769231,1.918945313
4.740384615,1.923828125
4.75,1.7578125
4.759615385,1.796875
4.769230769,1.689453125
4.778846154,1.782226563
4.788461538,1.6796875
4.798076923,1.728515625
4.807692308,1.704101563
4.817307692,1.762695313
4.826923077,1.728515625
4.836538462,1.73828125
4.846153846,1.748046875
4.855769231,1.791992188
4.865384615,1.748046875
4.875,1.762695313
4.884615385,1.791992188
4.894230769,1.71875
4.903846154,1.77734375
4.913461538,1.723632813
4.923076923,1.767578125
4.932692308,1.704101563
4.942307692,1.801757813
4.951923077,1.69921875
4.961538462,1.782226563
4.971153846,1.713867188
4.980769231,1.791992188
4.990384615,1.69921875
5,1.821289063
5.009615385,1.704101563
5.019230769,1.831054688
5.028846154,1.71875
5.038461538,1.806640625
5.048076923,1.71875
5.057692308,1.81640625
5.067307692,1.723632813
5.076923077,1.81640625
5.086538462,1.77734375
5.096153846,1.772460938
5.105769231,1.860351563
5.115384615,1.850585938
5.125,1.938476563
5.134615385,1.889648438
5.144230769,1.831054688
5.153846154,1.767578125
5.163461538,1.801757813
5.173076923,1.728515625
5.182692308,1.806640625
5.192307692,1.704101563
5.201923077,1.8359375
5.211538462,1.713867188
5.221153846,1.865234375
5.230769231,1.708984375
5.240384615,1.97265625
5.25,2.71484375
5.259615385,3.188476563
5.269230769,1.9140625
5.278846154,1.655273438
5.288461538,1.630859375
5.298076923,1.782226563
5.307692308,1.733398438
5.317307692,1.845703125
5.326923077,1.811523438
5.336538462,1.845703125
5.346153846,1.831054688
5.355769231,1.870117188
5.365384615,1.89453125
5.375,1.875
5.384615385,1.909179688
5.394230769,1.899414063
5.403846154,1.958007813
5.413461538,1.923828125
5.423076923,2.001953125
5.432692308,1.953125
5.442307692,2.099609375
5.451923077,2.001953125
5.461538462,2.172851563
5.471153846,2.075195313
5.480769231,2.255859375
5.490384615,2.104492188
5.5,2.270507813
5.509615385,2.114257813
5.519230769,2.197265625
5.528846154,1.967773438
5.538461538,2.006835938
5.548076923,1.801757813
5.557692308,1.865234375
5.567307692,1.801757813
5.576923077,1.831054688
5.586538462,1.81640625
5.596153846,1.811523438
5.605769231,1.81640625
5.615384615,1.831054688
5.625,1.801757813
5.634615385,1.850585938
5.644230769,1.796875
5.653846154,1.811523438
5.663461538,1.850585938
5.673076923,1.772460938
5.682692308,1.850585938
5.692307692,1.752929688
5.701923077,1.860351563
5.711538462,1.73828125
5.721153846,1.845703125
5.730769231,1.694335938
5.740384615,1.831054688
5.75,1.713867188
5.759615385,1.821289063
5.769230769,1.733398438
5.778846154,1.826171875
5.788461538,1.73828125
5.798076923,1.81640625
5.807692308,1.713867188
5.817307692,1.81640625
5.826923077,1.762695313
5.836538462,1.796875
5.846153846,1.791992188
5.855769231,1.8359375
5.865384615,1.904296875
5.875,1.9140625
5.884615385,1.865234375
5.894230769,1.728515625
5.903846154,1.801757813
5.913461538,1.71875
5.923076923,1.748046875
5.932692308,1.704101563
5.942307692,1.77734375
5.951923077,1.694335938
5.961538462,1.801757813
5.971153846,1.689453125
5.980769231,1.796875
5.990384615,1.899414063
6,3.076171875
6.009615385,2.919921875
6.019230769,1.762695313
6.028846154,1.528320313
6.038461538,1.708984375
6.048076923,1.611328125
