Column1,Column2
0.976,2.089616913
0.978,2.120354965
0.98,2.13779936
0.982,2.131988297
0.984,2.105520072
0.986,2.070277664
0.988,2.03836172
0.99,2.021872884
0.992,2.030820565
0.994,2.060134718
0.996,2.098131065
0.998,2.133097099
1,2.153320313
1.002,2.150701488
1.004,2.131594558
1.006,2.105966743
1.008,2.083785264
1.01,2.074995901
1.012,2.084520683
1.014,2.105828246
1.016,2.130798852
1.018,2.151312767
1.02,2.159390721
1.022,2.153045194
1.024,2.138394156
1.026,2.122130931
1.028,2.110948841
1.03,2.111126572
1.032,2.122134065
1.034,2.137872365
1.036,2.152078998
1.038,2.158491488
1.04,2.151874988
1.042,2.135387274
1.044,2.116284295
1.046,2.101849748
1.048,2.099367327
1.05,2.113801069
1.052,2.139700524
1.054,2.168693732
1.056,2.192408584
1.058,2.202482916
1.06,2.19471003
1.062,2.175449024
1.064,2.152713475
1.066,2.134516958
1.068,2.128774229
1.07,2.137983229
1.072,2.156528002
1.074,2.178126589
1.076,2.19649703
1.078,2.205643725
1.08,2.205104531
1.082,2.199422296
1.084,2.193320201
1.086,2.191521424
1.088,2.198204738
1.09,2.212493837
1.092,2.230768946
1.094,2.249383067
1.096,2.264689202
1.098,2.273878466
1.1,2.278367955
1.102,2.280903718
1.104,2.284232289
1.106,2.2910987
1.108,2.30289702
1.11,2.317183307
1.112,2.330836661
1.114,2.340736184
1.116,2.343782442
1.118,2.338438047
1.12,2.325759059
1.122,2.307046059
1.124,2.283599631
1.126,2.256759746
1.128,2.228772382
1.13,2.202789521
1.132,2.182002534
1.134,2.169602794
1.136,2.168308431
1.138,2.175818212
1.14,2.186807732
1.142,2.195911038
1.144,2.197762179
1.146,2.188323279
1.148,2.171086018
1.15,2.152192445
1.152,2.137787556
1.154,2.134015302
1.156,2.14415973
1.158,2.162410586
1.16,2.181154001
1.162,2.192776103
1.164,2.189717977
1.166,2.169958952
1.168,2.14168304
1.17,2.114173253
1.172,2.096712599
1.174,2.098267975
1.176,2.119032609
1.178,2.149499672
1.18,2.179660356
1.182,2.199505852
1.184,2.199919167
1.186,2.18264829
1.188,2.156694638
1.19,2.131191955
1.192,2.115273985
1.194,2.116417115
1.196,2.131513552
1.198,2.153292808
1.2,2.174474433
1.202,2.187778088
1.204,2.18810932
1.206,2.178165845
1.208,2.162380958
1.21,2.145187954
1.212,2.131012858
1.214,2.123207849
1.216,2.122925985
1.218,2.131051058
1.22,2.148466856
1.222,2.176101835
1.224,2.216405574
1.226,2.273687445
1.228,2.352370073
1.23,2.456876085
1.232,2.590919207
1.234,2.748226262
1.236,2.915141547
1.238,3.077836288
1.24,3.22248171
1.242,3.335376169
1.244,3.403734728
1.246,3.415174545
1.248,3.357314491
1.25,3.217773438
1.252,2.99283806
1.254,2.713466241
1.256,2.419283669
1.258,2.149916029
1.26,1.944918836
1.262,1.827404443
1.264,1.782997301
1.266,1.792122993
1.268,1.835207101
1.27,1.892797537
1.272,1.950660275
1.274,2.001620161
1.276,2.039003101
1.278,2.056135
1.28,2.04697308
1.282,2.015841431
1.284,1.975543238
1.286,1.939130658
1.288,1.919655847
1.29,1.928246516
1.292,1.960313425
1.294,2.00359264
1.296,2.045768269
1.298,2.074524421
1.3,2.080672803
1.302,2.069066993
1.304,2.048499642
1.306,2.027763603
1.308,2.015643081
1.31,2.017308907
1.312,2.028744453
1.314,2.044494443
1.316,2.0591036
1.318,2.067175166
1.32,2.066519991
1.322,2.059753628
1.324,2.049886012
1.326,2.039927074
1.328,2.032774299
1.33,2.029152247
1.332,2.027820073
1.334,2.027466123
1.336,2.026778739
1.338,2.024574169
1.34,2.020856314
1.342,2.016273628
1.344,2.011480965
1.346,2.007133178
1.348,2.003800644
1.35,2.001627805
1.352,2.000625157
1.354,2.000803145
1.356,2.002172036
1.358,2.00457929
1.36,2.007409849
1.362,2.009967074
1.364,2.011554326
1.366,2.011485428
1.368,2.00983537
1.37,2.007942907
1.372,2.007265947
1.374,2.009262399
1.376,2.015285772
1.378,2.024288445
1.38,2.032821661
1.382,2.037332269
1.384,2.034267115
1.386,2.020610416
1.388,1.999045879
1.39,1.975690033
1.392,1.956706579
1.394,1.94825922
1.396,1.954978043
1.398,1.972798264
1.4,1.994594551
1.402,2.013238163
1.404,2.021601439
1.406,2.015506004
1.408,2.000152
1.41,1.982599559
1.412,1.969908812
1.414,1.969093708
1.416,1.98251423
1.418,2.003955036
1.42,2.026277259
1.422,2.042342033
1.424,2.04524209
1.426,2.034498122
1.428,2.01673749
1.43,1.998955328
1.432,1.98814677
1.434,1.990661057
1.436,2.004978529
1.438,2.024326279
1.44,2.041835557
1.442,2.050637616
1.444,2.045373985
1.446,2.030331084
1.448,2.013588616
1.45,2.003235359
1.452,2.007359913
1.454,2.030540527
1.456,2.064841871
1.458,2.099541417
1.46,2.12391664
1.462,2.127292895
1.464,2.106068204
1.466,2.071124649
1.468,2.035117799
1.47,2.010703224
1.472,2.010205923
1.474,2.034692868
1.476,2.071466534
1.478,2.106991171
1.48,2.127731029
1.482,2.121232785
1.484,2.090292225
1.486,2.048977595
1.488,2.011621404
1.49,1.992556164
1.492,2.00344078
1.494,2.036655409
1.496,2.076124049
1.498,2.105734609
1.5,2.109375
1.502,2.076214981
1.504,2.016551713
1.506,1.945964205
1.508,1.880031467
1.51,1.834300214
1.512,1.816749395
1.514,1.818104619
1.516,1.826698775
1.518,1.830864754
1.52,1.81912589
1.522,1.788129111
1.524,1.745510747
1.526,1.699687187
1.528,1.659074819
1.53,1.631648203
1.532,1.618126593
1.534,1.613295107
1.536,1.611764619
1.538,1.608146001
1.54,1.597735775
1.542,1.581430144
1.544,1.562859671
1.546,1.545673435
1.548,1.533520511
1.55,1.528926366
1.552,1.529371829
1.554,1.530922591
1.556,1.52964427
1.558,1.521607891
1.56,1.5051427
1.562,1.484319762
1.564,1.464109245
1.566,1.449481316
1.568,1.445334451
1.57,1.452637437
1.572,1.466472747
1.574,1.481439693
1.576,1.492137586
1.578,1.493402911
1.58,1.484655195
1.582,1.469459304
1.584,1.451529464
1.586,1.434579898
1.588,1.422051223
1.59,1.414843481
1.592,1.412477905
1.594,1.414462045
1.596,1.420303451
1.598,1.429241876
1.6,1.439166762
1.602,1.44754292
1.604,1.451835002
1.606,1.449509347
1.608,1.439546904
1.61,1.425231548
1.612,1.410606113
1.614,1.399713433
1.616,1.396554027
1.618,1.40204952
1.62,1.412009649
1.622,1.421762184
1.624,1.426634898
1.626,1.422160296
1.628,1.408579785
1.63,1.390843671
1.632,1.374106994
1.634,1.363524794
1.636,1.363682842
1.638,1.373129039
1.64,1.386774671
1.642,1.399481042
1.644,1.406109459
1.646,1.402613316
1.648,1.391137626
1.65,1.376006818
1.652,1.361547748
1.654,1.352086659
1.656,1.350274636
1.658,1.353435885
1.66,1.357838159
1.662,1.359749214
1.664,1.355461989
1.666,1.343807448
1.668,1.328293077
1.67,1.312930003
1.672,1.301729352
1.674,1.298560058
1.676,1.303344488
1.678,1.311641744
1.68,1.318785122
1.682,1.320107922
1.684,1.311438314
1.686,1.294633479
1.688,1.275575545
1.69,1.260220071
1.692,1.254522616
1.694,1.263101145
1.696,1.282031524
1.698,1.304030059
1.7,1.321805017
1.702,1.328064809
1.704,1.318356535
1.706,1.298346548
1.708,1.275955101
1.71,1.259102447
1.712,1.255675063
1.714,1.268570299
1.716,1.290468308
1.718,1.31279821
1.72,1.326989125
1.722,1.324691473
1.724,1.305092419
1.726,1.276593837
1.728,1.248158756
1.73,1.228750205
1.732,1.226650496
1.734,1.240552061
1.736,1.262058298
1.738,1.282606411
1.74,1.293633606
1.742,1.288021767
1.744,1.269070027
1.746,1.244646797
1.748,1.222639985
1.75,1.2109375
1.752,1.214917526
1.754,1.229919347
1.756,1.248772521
1.758,1.264306605
1.76,1.269367117
1.762,1.260539304
1.764,1.242934427
1.766,1.222846145
1.768,1.206568114
1.77,1.200283588
1.772,1.205466275
1.774,1.217218932
1.776,1.230192087
1.778,1.239036267
1.78,1.23874441
1.782,1.229932183
1.784,1.217814102
1.786,1.207739716
1.788,1.205058578
1.79,1.214216943
1.792,1.232283851
1.794,1.252725998
1.796,1.268985693
1.798,1.274505243
1.8,1.264800284
1.802,1.244694996
1.804,1.221624823
1.806,1.203025342
1.808,1.196323308
1.81,1.20525855
1.812,1.224196423
1.814,1.246034349
1.816,1.263669753
1.818,1.270088446
1.82,1.263121134
1.822,1.247855744
1.824,1.229975886
1.826,1.215165172
1.828,1.208868135
1.83,1.211909503
1.832,1.220935406
1.834,1.232441417
1.836,1.242923113
1.838,1.249200224
1.84,1.251102442
1.842,1.250093008
1.844,1.247651373
1.846,1.24525699
1.848,1.244120925
1.85,1.244100996
1.852,1.244629458
1.854,1.245138408
1.856,1.245060162
1.858,1.244018773
1.86,1.242183033
1.862,1.239817812
1.864,1.237187978
1.866,1.234561132
1.868,1.232403326
1.87,1.231510115
1.872,1.232708117
1.874,1.236823952
1.876,1.244614584
1.878,1.25523493
1.88,1.266237856
1.882,1.275106577
1.884,1.279324304
1.886,1.276703703
1.888,1.268551699
1.89,1.258279815
1.892,1.249328502
1.894,1.245138208
1.896,1.248306733
1.898,1.256654485
1.9,1.266320245
1.902,1.273440928
1.904,1.27415417
1.906,1.26658217
1.908,1.255157891
1.91,1.245565871
1.912,1.243490648
1.914,1.254572038
1.916,1.27994294
1.918,1.312431867
1.92,1.343972989
1.922,1.366500478
1.924,1.372231072
1.926,1.361224016
1.928,1.342209144
1.93,1.324364992
1.932,1.316870098
1.934,1.328025054
1.936,1.355434486
1.938,1.389562428
1.94,1.420742641
1.942,1.439308889
1.944,1.437471855
1.946,1.419428589
1.948,1.394090302
1.95,1.37037949
1.952,1.357218477
1.954,1.360206157
1.956,1.373094175
1.958,1.386995391
1.96,1.393022665
1.962,1.382329198
1.964,1.352026534
1.966,1.311428267
1.968,1.271342061
1.97,1.242575579
1.972,1.235659434
1.974,1.251688927
1.976,1.280223375
1.978,1.310119586
1.98,1.330234364
1.982,1.330247194
1.984,1.311427334
1.986,1.283611446
1.988,1.256837044
1.99,1.241141638
1.992,1.244916662
1.994,1.264684034
1.996,1.291759399
1.998,1.317436184
2,1.333007813
2.002,1.332406292
2.004,1.320117946
2.006,1.303267679
2.008,1.288980395
2.01,1.284364717
2.012,1.292714029
2.014,1.308623562
2.016,1.325482274
2.018,1.336679122
2.02,1.335741452
2.022,1.322099664
2.024,1.303169667
2.026,1.286934207
2.028,1.281376027
2.03,1.293884559
2.032,1.322106389
2.034,1.355719408
2.036,1.38416752
2.038,1.396894627
2.04,1.385023036
2.042,1.353382563
2.044,1.313496492
2.046,1.276933423
2.048,1.255261957
2.05,1.25773188
2.052,1.28318228
2.054,1.327531797
2.056,1.386698926
2.058,1.456609444
2.06,1.536233033
2.062,1.632278881
2.064,1.752668093
2.066,1.905321776
2.068,2.097857142
2.07,2.321234055
2.072,2.541461157
2.074,2.722499054
2.076,2.828308352
2.078,2.824629491
2.08,2.71159576
2.082,2.520448641
2.084,2.28355045
2.086,2.033263498
2.088,1.800165726
2.09,1.598266336
2.092,1.43258242
2.094,1.308041841
2.096,1.229572461
2.098,1.199606559
2.1,1.207993094
2.102,1.24062391
2.104,1.283389406
2.106,1.32218477
2.108,1.347209027
2.11,1.360888177
2.112,1.367804837
2.114,1.372541621
2.116,1.379644806
2.118,1.39101623
2.12,1.404167182
2.122,1.416194996
2.124,1.424197005
2.126,1.425406031
2.128,1.420171106
2.13,1.411957469
2.132,1.404365851
2.134,1.40099698
2.136,1.405039281
2.138,1.415308146
2.14,1.427985084
2.142,1.439215405
2.144,1.445144421
2.146,1.442904412
2.148,1.435223296
2.15,1.426798629
2.152,1.422330159
2.154,1.426516783
2.156,1.441727802
2.158,1.462924572
2.16,1.483599273
2.162,1.497244085
2.164,1.497398863
2.166,1.482407656
2.168,1.459466663
2.17,1.436725416
2.172,1.422333447
2.174,1.424168675
2.176,1.442570489
2.178,1.469543774
2.18,1.496662101
2.182,1.515499042
2.184,1.518400709
2.186,1.507125084
2.188,1.489713476
2.19,1.474321826
2.192,1.469106076
2.194,1.480552624
2.196,1.504485868
2.198,1.532536907
2.2,1.556326803
2.202,1.56747678
2.204,1.560804564
2.206,1.542522642
2.208,1.521381502
2.21,1.506131631
2.212,1.505487243
2.214,1.522804794
2.216,1.550468622
2.218,1.579519592
2.22,1.600998571
2.222,1.606175096
2.224,1.594106362
2.226,1.573371059
2.228,1.553127714
2.23,1.542534851
2.232,1.550026911
2.234,1.573837521
2.236,1.604659651
2.238,1.633009491
2.24,1.649403233
2.242,1.646073227
2.244,1.627626655
2.246,1.604098623
2.248,1.585547398
2.25,1.58203125
2.252,1.600234511
2.254,1.633345772
2.256,1.671179685
2.258,1.703550905
2.26,1.720297841
2.262,1.716825374
2.264,1.701229098
2.266,1.683364567
2.268,1.67308734
2.27,1.680072272
2.272,1.706286325
2.274,1.743269402
2.276,1.781821264
2.278,1.812741673
2.28,1.827371252
2.282,1.825932153
2.284,1.815910754
2.286,1.805006736
2.288,1.800919779
2.29,1.810266972
2.292,1.830823909
2.294,1.856048821
2.296,1.879370709
2.298,1.894218574
2.3,1.895912643
2.302,1.888264116
2.304,1.877466108
2.306,1.869711854
2.308,1.871186988
2.31,1.884899138
2.312,1.905775465
2.314,1.92747782
2.316,1.943668057
2.318,1.948096809
2.32,1.939381047
2.322,1.923427082
2.324,1.906739546
2.326,1.895823072
2.328,1.896816508
2.33,1.908790461
2.332,1.924422335
2.334,1.936159189
2.336,1.93644808
2.338,1.918723267
2.34,1.885585618
2.342,1.84461086
2.344,1.803424088
2.346,1.769650397
2.348,1.749257275
2.35,1.739854145
2.352,1.736422049
2.354,1.733941068
2.356,1.727393329
2.358,1.713599129
2.36,1.694600914
2.362,1.67336222
2.364,1.652846585
2.366,1.635996854
2.368,1.624250416
2.37,1.616545143
2.372,1.611583245
2.374,1.608066933
2.376,1.604716939
2.378,1.600679978
2.38,1.595528751
2.382,1.588854478
2.384,1.58024838
2.386,1.569457322
2.388,1.55787898
2.39,1.547905315
2.392,1.541941952
2.394,1.542394518
2.396,1.550845151
2.398,1.56420722
2.4,1.577750711
2.402,1.586743778
2.404,1.586455412
2.406,1.574435155
2.408,1.555484549
2.41,1.535843381
2.412,1.521751441
2.414,1.519407023
2.416,1.530826826
2.418,1.550322605
2.42,1.57137633
2.422,1.587469969
2.424,1.592292627
2.426,1.585282411
2.428,1.57223345
2.43,1.5592688
2.432,1.552511517
2.434,1.557514724
2.436,1.572888049
2.438,1.592605667
2.44,1.610557187
2.442,1.620632216
2.444,1.617989075
2.446,1.605888295
2.448,1.590776966
2.45,1.579109799
2.452,1.577341377
2.454,1.58935629
2.456,1.609877717
2.458,1.631588278
2.46,1.647170594
2.462,1.649339846
2.464,1.635620174
2.466,1.613383963
2.468,1.591209456
2.47,1.577674894
2.472,1.581129146
2.474,1.602109374
2.476,1.631601855
2.478,1.660011235
2.48,1.677742164
2.482,1.675951322
2.484,1.656389927
2.486,1.6286409
2.488,1.602470765
2.49,1.587646046
2.492,1.592270244
2.494,1.612455201
2.496,1.639052901
2.498,1.662892884
2.5,1.674804688
2.502,1.668556348
2.504,1.649669891
2.506,1.626605836
2.508,1.607824706
2.51,1.601767125
2.512,1.612211181
2.514,1.632305093
2.516,1.653722915
2.518,1.668138704
2.52,1.667391046
2.522,1.650336769
2.524,1.625326813
2.526,1.601386035
2.528,1.587539295
2.53,1.592215948
2.532,1.614066591
2.534,1.643743744
2.536,1.671665078
2.538,1.688248266
2.54,1.685360971
2.542,1.666712931
2.544,1.641796454
2.546,1.620142994
2.548,1.611284006
2.55,1.621961093
2.552,1.646390357
2.554,1.675274206
2.556,1.699314868
2.558,1.709225479
2.56,1.70027778
2.562,1.679334338
2.564,1.655072703
2.566,1.636170429
2.568,1.631193339
2.57,1.642583034
2.572,1.663607576
2.574,1.686782046
2.576,1.704621527
2.578,1.709998089
2.58,1.702682088
2.582,1.688683354
2.584,1.674236526
2.586,1.665576243
2.588,1.668185211
2.59,1.680564096
2.592,1.697424303
2.594,1.713439636
2.596,1.723283899
2.598,1.722853088
2.6,1.714205795
2.602,1.70133858
2.604,1.688248712
2.606,1.678931999
2.608,1.676072673
2.61,1.678628839
2.612,1.684901384
2.614,1.693191193
2.616,1.701805633
2.618,1.70952357
2.62,1.715906705
2.622,1.720590548
2.624,1.723210606
2.626,1.723431815
2.628,1.721595908
2.63,1.718721418
2.632,1.715856306
2.634,1.714048529
2.636,1.714222231
2.638,1.715988306
2.64,1.718166679
2.642,1.719566403
2.644,1.718996534
2.646,1.71564974
2.648,1.710893595
2.65,1.706861233
2.652,1.705686637
2.654,1.709503351
2.656,1.719241829
2.658,1.732006779
2.66,1.744144172
2.662,1.75199998
2.664,1.75194779
2.666,1.743144126
2.668,1.729873323
2.67,1.716971953
2.672,1.709276587
2.674,1.711451576
2.676,1.723381221
2.678,1.739665069
2.68,1.754629177
2.682,1.762599605
2.684,1.758470628
2.686,1.74405911
2.688,1.725803412
2.69,1.710226208
2.692,1.703850173
2.694,1.711755639
2.696,1.729811891
2.698,1.750265563
2.7,1.765354621
2.702,1.767317201
2.704,1.751759901
2.706,1.726297088
2.708,1.701217669
2.71,1.686810548
2.712,1.693317278
2.714,1.723985264
2.716,1.767738638
2.718,1.811747734
2.72,1.843182886
2.722,1.849564786
2.724,1.830346029
2.726,1.799567613
2.728,1.772158938
2.73,1.763049401
2.732,1.785914243
2.734,1.836760279
2.736,1.898533453
2.738,1.953873517
2.74,1.985420226
2.742,1.9787216
2.744,1.940296528
2.746,1.885862263
2.748,1.831175313
2.75,1.791992188
2.752,1.779632424
2.754,1.787667687
2.756,1.805232669
2.758,1.821462066
2.76,1.825513478
2.762,1.811911937
2.764,1.787419405
2.766,1.760494878
2.768,1.73959735
2.77,1.733030281
2.772,1.742462592
2.774,1.760588164
2.776,1.779463803
2.778,1.791146314
2.78,1.788203473
2.782,1.771593697
2.784,1.749138139
2.786,1.728859459
2.788,1.718780319
2.79,1.725682923
2.792,1.746218656
2.794,1.772091958
2.796,1.794973777
